timestamp,epoch,step,mode,scope,q,lr,batch_size,loss,grad_norm
2025-10-29 13:07:07,1,0,ZO,full,32,1e-06,2,9.784356117248535,431.164794921875
2025-10-29 13:07:11,1,10,ZO,full,32,1e-06,2,9.827850341796875,442.92584228515625
2025-10-29 13:07:15,1,20,ZO,full,32,1e-06,2,9.800199508666992,349.5671691894531
2025-10-29 13:07:19,1,30,ZO,full,32,1e-06,2,9.804821968078613,452.4181213378906
2025-10-29 13:07:22,1,40,ZO,full,32,1e-06,2,9.8225736618042,365.488037109375
2025-10-29 13:07:26,1,50,ZO,full,32,1e-06,2,9.778112411499023,414.83782958984375
2025-10-29 13:07:30,1,60,ZO,full,32,1e-06,2,9.866438865661621,412.17388916015625
2025-10-29 13:07:33,1,70,ZO,full,32,1e-06,2,9.829083442687988,459.48876953125
2025-10-29 13:07:37,1,80,ZO,full,32,1e-06,2,9.796504020690918,346.04180908203125
2025-10-29 13:07:41,1,90,ZO,full,32,1e-06,2,9.807479858398438,411.181884765625
2025-10-29 13:07:45,1,100,ZO,full,32,1e-06,2,9.802029609680176,403.53314208984375
2025-10-29 13:07:49,1,110,ZO,full,32,1e-06,2,9.800808906555176,372.7496337890625
2025-10-29 13:07:52,1,120,ZO,full,32,1e-06,2,9.836280822753906,474.1206359863281
2025-10-29 13:07:56,1,130,ZO,full,32,1e-06,2,9.808475494384766,378.01947021484375
2025-10-29 13:08:00,1,140,ZO,full,32,1e-06,2,9.790292739868164,489.4488525390625
2025-10-29 13:08:03,1,150,ZO,full,32,1e-06,2,9.799190521240234,504.4988708496094
2025-10-29 13:08:07,1,160,ZO,full,32,1e-06,2,9.814351081848145,463.3406982421875
2025-10-29 13:08:11,1,170,ZO,full,32,1e-06,2,9.776849746704102,475.06085205078125
2025-10-29 13:08:14,1,180,ZO,full,32,1e-06,2,9.776106834411621,455.6673583984375
2025-10-29 13:08:18,1,190,ZO,full,32,1e-06,2,9.763863563537598,470.0898132324219
2025-10-29 13:08:22,1,200,ZO,full,32,1e-06,2,9.804574012756348,395.831298828125
2025-10-29 13:08:25,1,210,ZO,full,32,1e-06,2,9.810894966125488,379.6591796875
2025-10-29 13:08:29,1,220,ZO,full,32,1e-06,2,9.787932395935059,409.84295654296875
2025-10-29 13:08:33,1,230,ZO,full,32,1e-06,2,9.806588172912598,489.6892395019531
2025-10-29 13:08:36,1,240,ZO,full,32,1e-06,2,9.7847261428833,346.3697814941406
2025-10-29 13:08:40,1,250,ZO,full,32,1e-06,2,9.832836151123047,384.9924011230469
2025-10-29 13:08:44,1,260,ZO,full,32,1e-06,2,9.806550979614258,414.7202453613281
2025-10-29 13:08:47,1,270,ZO,full,32,1e-06,2,9.81250286102295,349.1820068359375
2025-10-29 13:08:51,1,280,ZO,full,32,1e-06,2,9.824942588806152,437.1561279296875
2025-10-29 13:08:55,1,290,ZO,full,32,1e-06,2,9.763625144958496,450.99395751953125
2025-10-29 13:08:59,1,300,ZO,full,32,1e-06,2,9.814579010009766,370.4617919921875
2025-10-29 13:09:02,1,310,ZO,full,32,1e-06,2,9.782723426818848,412.50201416015625
2025-10-29 13:09:06,1,320,ZO,full,32,1e-06,2,9.742891311645508,526.5064086914062
2025-10-29 13:09:10,1,330,ZO,full,32,1e-06,2,9.801383972167969,439.656494140625
2025-10-29 13:09:13,1,340,ZO,full,32,1e-06,2,9.767736434936523,357.3427429199219
2025-10-29 13:09:17,1,350,ZO,full,32,1e-06,2,9.814278602600098,407.4913635253906
2025-10-29 13:09:20,1,360,ZO,full,32,1e-06,2,9.819726943969727,425.5423278808594
2025-10-29 13:09:24,1,370,ZO,full,32,1e-06,2,9.786066055297852,490.436279296875
2025-10-29 13:09:28,1,380,ZO,full,32,1e-06,2,9.825160026550293,425.3219299316406
2025-10-29 13:09:31,1,390,ZO,full,32,1e-06,2,9.764532089233398,435.60662841796875
2025-10-29 13:09:35,1,400,ZO,full,32,1e-06,2,9.767415046691895,404.72576904296875
2025-10-29 13:09:39,1,410,ZO,full,32,1e-06,2,9.79943561553955,418.40118408203125
2025-10-29 13:09:43,1,420,ZO,full,32,1e-06,2,9.770901679992676,381.3242492675781
2025-10-29 13:09:46,1,430,ZO,full,32,1e-06,2,9.814664840698242,402.782470703125
2025-10-29 13:09:50,1,440,ZO,full,32,1e-06,2,9.808170318603516,408.2434997558594
2025-10-29 13:09:54,1,450,ZO,full,32,1e-06,2,9.774401664733887,327.1641540527344
2025-10-29 13:09:57,1,460,ZO,full,32,1e-06,2,9.817410469055176,341.6495056152344
2025-10-29 13:10:01,1,470,ZO,full,32,1e-06,2,9.79041862487793,381.5821838378906
2025-10-29 13:10:05,1,480,ZO,full,32,1e-06,2,9.83029842376709,389.5934143066406
2025-10-29 13:10:09,1,490,ZO,full,32,1e-06,2,9.812278747558594,439.4339904785156
2025-10-29 13:10:12,1,500,ZO,full,32,1e-06,2,9.801837921142578,464.4608459472656
2025-10-29 13:10:16,1,510,ZO,full,32,1e-06,2,9.78218936920166,362.6829833984375
